name,cpf,score
GREGORY COLE,84120375617,83.04
WILLIE HENDERSON,84120357635,77.58
CHARLES JOHNSTON,84130276590,72.35
MARILYN VASQUEZ,84132507653,93.05
DONNA MARTIN,84135270662,83.84
PHILIP EDWARDS,84135276008,89.02
JOE BROWN,84135267017,95.17
DONNA HERNANDEZ,84127530626,75.28
DENNIS OLIVER,84127350644,98.66
JUDITH ELLIOTT,84127305690,95.41
JEREMY RAMIREZ,84127065362,71.42
SUSAN LEE,84127036508,76.73
GARY HAMILTON,84150263744,95.25
MARIA WEBB,84150623708,75.74
JANICE KIM,84150362726,85.02
JOHNNY TORRES,84150327653,78.72
JEAN ARNOLD,84137650217,79.35
WAYNE ROBERTS,84150236771,84.64
BARBARA OLSON,84137602590,88.99
BRENDA HARVEY,84137250626,74.23
EDWARD HUDSON,84137265062,72.4
IRENE MORENO,84136725035,80.73
MARK ROGERS,84153762008,99.51
BOBBY LAWRENCE,84157302680,82.74
DORIS STEPHENS,84156732053,80.5
VICTOR WEBB,84156073262,70.59
RUSSELL RIVERA,84153702617,74.69
STEVE BISHOP,84153672017,93.4
TERESA ALLEN,84152736062,83.15
MICHAEL LONG,84150632707,95.29
JOSHUA REYES,84152630744,79.41
BRUCE BLACK,84150672326,85.42
PHYLLIS BENNETT,84162573026,94.92
LARRY CARR,84162037507,74.67
CAROLYN BLACK,84162035717,90.66
FRANCES AUSTIN,84162305790,73.9
ALICE FIELDS,84160573207,79.57
CAROLYN MITCHELL,84160372562,75.29
GARY WARD,84160325726,80.41
HENRY JACKSON,84160275362,91.18
TAMMY SMITH,84157620380,86.9
PHILLIP OLSON,84160253717,75.22
DORIS MASON,84170256344,75.17
ANTHONY STEWART,84170235690,94.72
CAROL BISHOP,84167052326,84.43
WANDA REYES,84170236580,90.42
JOAN PORTER,84165270326,95.5
PAULA ROMERO,84165072362,82
KEVIN DUNCAN,84163572007,74.09
JANICE PARKER,84163507280,87.41
DOROTHY BERRY,84163250735,79.99
TIMOTHY SCHMIDT,84162703507,89.2
AARON ROMERO,84173506244,90.84
WILLIAM WRIGHT,84173056290,93.62
JUDY GONZALEZ,84172630553,81.91
CHRISTOPHER FLORES,84172650317,99.15
DIANA DIAZ,84172536026,91.47
SCOTT DEAN,84172350607,76.84
RICHARD CUNNINGHAM,84172365035,86.4
JULIA HARRISON,84170635280,99.98
RAYMOND MARTINEZ,84170325680,97.1
JANE FOWLER,84170263553,81.11
LAURA MORALES,84176350253,83.62
AMANDA GOMEZ,84175206353,99.77
DEBORAH PALMER,84176325062,74.59
ANNIE MORENO,84176025344,89.96
DAVID JACKSON,84175203680,86.43
DANIEL WEAVER,84173650280,74
MICHELLE GOMEZ,84175032690,88.59
JEREMY COLEMAN,84173625090,90.68
ASHLEY WHEELER,84173520662,86.27
LOUISE STANLEY,84203675162,73.36
STEPHEN ROGERS,84205137680,75.43
STEPHEN HARVEY,84205376162,78.23
KATHY WILSON,84205316771,70.13
ALAN GOMEZ,84205163762,98.28
KIMBERLY GARRETT,84201756335,89.43
JIMMY COOPER,84205176317,96.73
HAROLD FISHER,84201573680,98.06
ERIC CASTILLO,84206713553,98.52
GLORIA EDWARDS,84206371571,73.28
MELISSA CHAPMAN,84173560290,71.54
PATRICK WHITE,84213750671,78.46
FRANK FULLER,84210367508,79.71
FRANK MARTIN,84213075680,75.98
SCOTT BERRY,84207613544,82.35
THERESA DANIELS,84210735671,73.07
PHILIP WEBB,84213560708,86.55
JULIA CHAVEZ,84210356735,80.51
EUGENE MCDONALD,84207563180,96.38
JERRY MITCHELL,84207156380,79.31
CARLOS GARZA,84207536108,74.85
JERRY ORTIZ,84230657153,83.66
PATRICK GARZA,84231075662,78.8
PAMELA SCHMIDT,84230756135,86.67
WAYNE BOYD,84230561717,99.81
NANCY MONTGOMERY,84217506317,99.12
ASHLEY SULLIVAN,84215367026,73.76
JULIA PALMER,84215360790,93.29
TERRY FRANKLIN,84215067308,90.65
DAVID AUSTIN,84213765008,86.17
THOMAS ROMERO,84236057107,94.97
STEVE COLE,84235761080,79.64
GREGORY WELLS,84235170635,75.72
JIMMY PEREZ,84236107562,95.57
TODD STEPHENS,84231760535,74.67
SARAH ORTIZ,84236705117,78.44
ANDREW LEWIS,84231750653,93.66
CHRISTINA PATTERSON,84217360517,97.36
BRENDA HART,84237516008,79.48
CLARENCE DAY,84231560790,73.47
JAMES HARRISON,84236750171,81.34
PATRICK MORGAN,84251706307,72.66
JUAN NELSON,84250716317,90.42
PAULA HAWKINS,84251673026,88.88
ALICE WAGNER,84253607144,92.05
ELIZABETH AUSTIN,84253170617,96.44
ARTHUR COLEMAN,84251376080,77.85
MARY PAYNE,84251076362,97.23
PHILIP JAMES,84250371662,70.75
JONATHAN SIMPSON,84250173607,82.71
DONALD WILLIS,84237605108,71.08
KIMBERLY TUCKER,84260175335,86.82
MARILYN ELLIS,84257613017,99.26
KAREN THOMPSON,84260317571,90.9
ROBERT ROBINSON,84257061308,71.62
DOUGLAS MOORE,84257013680,80.86
JOAN JAMES,84256371044,75.11
ANN PAYNE,84256173080,95.34
PHYLLIS WHITE,84256071326,79.89
CARLOS PRICE,84253701671,91.06
LAURA RILEY,84263015762,87.76
DONALD GARZA,84261750317,97.97
LAWRENCE SANCHEZ,84261730553,87.24
HELEN BURTON,84261537044,90.76
JUSTIN HOWARD,84261375044,84.89
THERESA GRANT,84261350726,79.11
BRENDA DUNN,84257610344,80.12
PHYLLIS HUNT,84261057344,86.1
SEAN PORTER,84261073544,77.37
TINA WARREN,84260573144,73.5
AMY HENDERSON,84260731580,83.43
VICTOR TURNER,84267015317,76.78
EMILY HUNTER,84265301762,83.66
WAYNE CASTILLO,84267031517,83.13
JUDY ANDREWS,84265370144,75.9
RUBY ALEXANDER,84265137008,81.18
REBECCA KNIGHT,84267310580,98.05
GARY COOPER,84265071317,91.17
WANDA TURNER,84263705190,80.8
WANDA MYERS,84263701526,76.97
JUDITH ALLEN,84263075153,99.2
JENNIFER WRIGHT,84273016508,70.56
CHERYL PHILLIPS,84275310608,95.19
ALAN RILEY,84271063517,95.99
KATHY ROBINSON,84271503690,94.03
JEREMY JORDAN,84273651017,94.54
KENNETH KNIGHT,84275103653,95.83
JEAN ALEXANDER,84273150662,85.22
DENISE TURNER,84270653108,97.67
EMILY HAMILTON,84267510326,81.33
RONALD HARVEY,84270561335,80.3
STEVEN RUIZ,84301762507,83.39
LAURA NELSON,84302157607,91.15
KATHY WARREN,84302567171,82.9
PHILLIP LAWRENCE,84302675144,97.98
MARGARET YOUNG,84301526790,80.67
ANNA WHEELER,84301275690,98.03
RYAN HARRISON,84276305144,99.19
CARLOS PETERSON,84275631080,93.12
GARY RICHARDSON,84276013526,72.69
RACHEL DIXON,84275360117,90.08
NICOLE ELLIS,84310526780,87.67
ALAN OLSON,84310256708,95.65
ERIC SCHMIDT,84307612507,81.25
ASHLEY STEVENS,84307621590,92.23
CHRISTOPHER FERNANDEZ,84307526171,98.69
VICTOR KENNEDY,84307516290,72.59
HAROLD KNIGHT,84307256107,85.81
ROBIN CAMPBELL,84305672162,80.07
KIMBERLY WILLIAMSON,84305271680,80.71
ASHLEY LAWSON,84305267144,71.07
GARY PERKINS,84312605726,76.14
SARAH FISHER,84312750653,91.33
KATHLEEN MILLER,84315206717,79.77
PATRICK NICHOLS,84315672017,84.87
JUAN HILL,84312756007,74.75
BRENDA CHAPMAN,84312076553,84.13
JOHNNY WRIGHT,84310672507,78.76
ADAM WILSON,84312056790,76.66
SEAN FRANKLIN,84310657290,78.6
THERESA DIAZ,84321576008,86.94
CAROLYN BLACK,84321670535,95.06
PAMELA REYNOLDS,84321605717,95.88
ELIZABETH HAYES,84321076544,90.88
JACQUELINE TAYLOR,84321067553,85.37
BRANDON HUGHES,84320165780,72.09
LOIS BOYD,84320156790,74.22
JEAN BLACK,84317026562,75.08
JANET KELLY,84316720562,94.41
CHRIS ARNOLD,84316572008,95
ALAN RODRIGUEZ,84312507635,93.99
RYAN HALL,84326017562,88.26
MICHAEL STEVENS,84325671080,91.18
NICHOLAS OLIVER,84350167226,98.97
DONNA CAMPBELL,84327610526,82.89
DENISE PARKER,84327650153,99.13
DONALD STEWART,84327015644,89.26
EUGENE KELLEY,84326710535,80.8
MELISSA ORTIZ,84321750644,83.52
LOUISE KING,84325170626,95.41
ERIC LAWSON,84321675090,94.36
WAYNE HERNANDEZ,84357261007,73.93
WILLIE GREEN,84360271590,84.35
JULIA MCCOY,84360157207,77.69
KATHY HART,84360517262,88.06
TINA GRAY,84357260108,76.52
RANDY HARVEY,84356120744,70.24
LARRY ELLIOTT,84352670162,97.34
JOE WATKINS,84351627026,72.83
RUTH HICKS,84351067217,79.63
HOWARD COLE,84351062762,72.65
JOE DUNCAN,84362501762,91.6
BRUCE STANLEY,84362507108,93.35
ROBIN CHAVEZ,84362057153,79.96
NICHOLAS CASTILLO,84362071571,73.59
RAYMOND KNIGHT,84362075135,91.5
BONNIE STONE,84361250707,81.22
JONATHAN COOPER,84361057290,96.47
HELEN WEBB,84361027544,71.55
ADAM BRYANT,84360752180,99.17
DIANE ELLIS,84360572107,79.82
GEORGE MARTIN,84370256135,96.83
SHAWN COLEMAN,84370165253,75.09
ANTHONY GRIFFIN,84367520153,85.21
DOROTHY DANIELS,84367521044,70.57
IRENE PETERSON,84367150208,92.25
JOAN GIBSON,84367102580,95.04
AARON LYNCH,84365720171,79.32
EVELYN REID,84365012762,98.5
WILLIE ROMERO,84365017217,80.91
DOROTHY WILLIS,84362751017,98.83
MILDRED RILEY,84376502162,76.96
ERIC RYAN,84376105244,95.96
THERESA VASQUEZ,84501376244,81.55
ANNE HART,84375026162,73.82
MARTHA ROMERO,84375260190,87.15
MARILYN JOHNSON,84372561008,72.59
MARILYN SCHMIDT,84371065244,92.13
SHAWN MASON,84371025617,94.52
KATHLEEN COX,84370621526,93.18
DENNIS KNIGHT,84370516226,74.98
HELEN RAMOS,84507162335,91.55
ALAN WATKINS,84507213690,83.2
ANNIE BAILEY,84506327144,89.03
EMILY RODRIGUEZ,84503712608,83.58
BENJAMIN GOMEZ,84503261762,93.47
LOIS BARNES,84503217607,78.28
JOYCE HANSEN,84503271644,72.79
HARRY HAWKINS,84503162780,86.4
AARON JENKINS,84501736208,85.23
DONNA FULLER,84501672307,77.07
RUTH ALLEN,84512607307,78.99
RUSSELL CARR,84513627026,81.87
CAROLYN GARCIA,84513270608,85.6
HEATHER JONES,84513702680,83.68
ROBIN HICKS,84513720662,88.39
LOUISE SIMS,84513602708,81.49
MARIA GIBSON,84512367071,93.33
THOMAS HAWKINS,84512063790,84.48
TINA WILLIAMSON,84510273690,91.38
KAREN GIBSON,84507326117,72.07
GLORIA RYAN,84520371635,97.99
IRENE SHAW,84520713617,92.68
THERESA SIMMONS,84517602362,80.77
TINA MORGAN,84517632008,87.85
TIMOTHY GARRETT,84517206335,93.64
PETER PARKER,84516732017,91.96
RUBY FIELDS,84517062317,76.63
THERESA PETERSON,84516207362,92.62
BRANDON FORD,84516023717,86.59
ELIZABETH MITCHELL,84516320762,79.07
JIMMY SANDERS,84523071608,96.98
SANDRA WILLIS,84523176035,77.58
EMILY SCOTT,84526137090,91.13
GERALD MORENO,84523671044,91.16
DENISE WALKER,84523016771,99.29
LORI BISHOP,84521763090,86.12
EARL WELCH,84521637035,91.12
HELEN JORDAN,84521360726,77.32
KATHLEEN BRYANT,84520736153,94.19
ANDREA HERNANDEZ,84521073662,75.16
KIMBERLY WILSON,84531027671,92.21
CARL BROOKS,84531076290,72.41
JUDY ARMSTRONG,84530762190,96.68
EUGENE REYES,84531207653,70.38
MICHELLE GREENE,84527130617,94.59
ROBERT CUNNINGHAM,84530617262,73.9
FRANCES RIVERA,84530167208,88.42
LAURA PATTERSON,84526710326,91.22
DOROTHY JOHNSTON,84526173053,77.39
KIMBERLY MILLS,84526370126,91.94
DONNA WHITE,84537120690,74.15
AMANDA BROWN,84537102608,73.9
KELLY LOPEZ,84537061235,71.9
TERRY WOOD,84536172017,77.47
LISA STEVENS,84532176026,79.68
JIMMY LYNCH,84532760135,74.28
ANN WEBB,84532071607,82.16
CRAIG KELLEY,84531760271,82.58
JOAN ADAMS,84531270690,92.63
LAURA SIMMONS,84531670280,79.22
ANNE MILLS,84560723117,80.12
ELIZABETH RIVERA,84561732071,83.25
CHRISTOPHER RAMOS,84561703217,83.22
BEVERLY MONTGOMERY,84562301708,73.29
JEAN MONTGOMERY,84560213771,95.61
EMILY TAYLOR,84560321744,96.99
JUDY JOHNSTON,84560327190,75.21
ASHLEY WEBB,84537216026,76.86
GREGORY JACOBS,84537621044,82.17
JUAN BOWMAN,84537201690,79
SANDRA WATKINS,84571062362,81.41
JOSEPH COX,84570631207,84.32
STEVE SPENCER,84571023626,76.06
JASON BANKS,84571032617,72.17
HOWARD FRAZIER,84570136290,93.09
SAMUEL DUNCAN,84570236162,80.48
KEVIN KENNEDY,84567203135,93.29
TODD STEPHENS,84567130235,95.01
CAROL BANKS,84562713062,75.52
DEBRA MORALES,84562710390,79.84
ANDREA GARDNER,84573106235,93.81
LINDA BROOKS,84573160280,96.57
CYNTHIA HARPER,84573062190,85.96
DANIEL BELL,84572630135,95.08
RANDY CARR,84572601380,72.38
CHRISTOPHER BISHOP,84572301662,95.65
KIMBERLY PALMER,84572160317,88.28
VIRGINIA MORRIS,84572130671,82.47
JUDITH CUNNINGHAM,84571623062,79.48
KENNETH MASON,84571203608,78.76
DENISE WAGNER,84601357217,81.23
AARON CASTILLO,84602517307,74.73
JOSHUA GARDNER,84601572371,83.74
JOSHUA TURNER,84576321080,81.52
GLORIA BAKER,84576301217,94.02
KATHLEEN KELLY,84576310208,90.24
JONATHAN SCHMIDT,84576102362,76.4
JOAN POWELL,84576021362,81.96
DEBORAH MORGAN,84576012371,95
JUDY JAMES,84573261044,87.83
JOHN EVANS,84610237571,71.98
WILLIAM GONZALEZ,84607351253,97.14
TERRY PETERSON,84607312517,73.49
CYNTHIA KENNEDY,84605731253,90.18
LARRY BUTLER,84605312790,93.66
ANNE ARNOLD,84603712553,76.23
JESSICA WASHINGTON,84603271590,79.53
SANDRA FLORES,84602753108,76.71
ANDREA TURNER,84602537162,92.25
SHARON GARDNER,84615032790,84.29
JIMMY MILLER,84615230753,73.46
VICTOR COLEMAN,84615203780,77.98
HARRY TORRES,84615023707,80.5
JUDY WILLIS,84612730526,94.44
KEITH SCOTT,84613075262,73.87
CHERYL ROBINSON,84607152307,92.06
NICHOLAS WHEELER,84612073517,92.4
CHERYL POWELL,84612703553,86.46
THERESA FOWLER,84610372517,86.73
HAROLD RAY,84621753053,94.45
NICHOLAS RYAN,84621735071,76.02
JOAN SHAW,84621073508,79.4
JAMES COLLINS,84623157008,90.24
MARIA MCDONALD,84621037544,85.47
DOROTHY WILLIAMS,84623057135,76.14
MARGARET OLSON,84620571326,97.9
NICOLE BLACK,84615720335,77.43
GERALD ANDERSON,84615320744,82.41
PATRICK DUNN,84617025308,81.37
ANTHONY OWENS,84610732580,93.75
KATHERINE LOPEZ,84630175253,80.83
JOE EDWARDS,84627530153,71.22
TERESA CARTER,84630125744,98.21
LILLIAN RUSSELL,84625730171,74.1
JOSEPH GRANT,84625713080,87.02
BONNIE HICKS,84625703107,75.44
JACQUELINE GIBSON,84625173035,89.19
ROBIN BAKER,84625137071,81.83
DIANA PAYNE,84625170362,83.73
SHAWN RICHARDS,84623571017,75.88
MILDRED CRAWFORD,84631075244,97.17
JULIE DIXON,84632150762,89.16
AMANDA COOK,84632751090,94.07
GERALD CARTER,84631207507,77
JACK NELSON,84635107280,99.85
SARA RICE,84632051780,94.5
SHARON STEWART,84630752153,90.49
CHRISTOPHER BERRY,84630715207,99.97
RAYMOND HARVEY,84630512780,97.85
JONATHAN WELCH,84630572171,95.54
MILDRED MURPHY,84637502144,96.41
LAWRENCE COX,84650713226,80.34
DENNIS DUNN,84650371244,77.19
THERESA HOWARD,84637520126,82.99
NICHOLAS WELCH,84637105226,79.08
JUDITH SANCHEZ,84637215080,74.2
LAURA HICKS,84637210526,93.69
CLARENCE MILLER,84637051207,98.95
FRANK HAYES,84635720144,74.93
EVELYN HOWARD,84635172007,98.64
JOE JENKINS,84657321080,84.11
IRENE JONES,84670152335,83.85
SAMUEL BROOKS,84657203126,89.82
SHIRLEY MEYER,84657123017,71.36
EUGENE JACOBS,84657013262,82.34
PHYLLIS ALLEN,84653027153,76.75
FRANK DANIELS,84653127026,74.17
EDWARD COOK,84652371071,79.49
KAREN FERNANDEZ,84651302726,89.42
HEATHER HANSEN,84651732062,74.17
ALBERT BISHOP,84673250117,73.11
PHILIP ROBERTSON,84672510344,91.18
LISA NGUYEN,84673102517,73.97
KENNETH RICHARDSON,84672351017,78.45
SAMUEL LANE,84672310507,86.35
CHERYL REYNOLDS,84672350126,84.26
MARILYN SIMPSON,84671302535,97.63
AMY MCCOY,84671230526,86.58
BENJAMIN COLEMAN,84670253107,82.87
MARIE PATTERSON,84670153226,77.97
KIMBERLY CARROLL,84703562162,93.5
SCOTT LEWIS,84703251671,94.34
RACHEL PALMER,84703612526,79.64
HEATHER ANDREWS,84703156253,80.09
BRENDA WALKER,84702653180,92.84
LISA HILL,84702365126,82.65
DAVID SIMPSON,84701256307,73.21
KENNETH BLACK,84675302190,70.61
CARLOS KIM,84673510208,96.61
CHERYL BAILEY,84673501217,82.98
LINDA KING,84712503653,93.66
BRENDA BISHOP,84710623562,95.19
ANN BERRY,84706251362,77.7
ALICE TURNER,84710365253,96.18
THOMAS FLORES,84706235162,70.82
BONNIE MEYER,84705361253,91.29
JULIE MCCOY,84705132653,95.95
JENNIFER BARNES,84703652153,74.12
DANIEL WAGNER,84703625180,89.33
JOE GRIFFIN,84703651262,72.03
JASON ROBERTSON,84720135617,75.96
STEVE FLORES,84716025390,80.13
KENNETH BRYANT,84716350207,82.38
DAVID PRICE,84716253007,73.7
JULIE ANDERSON,84715306271,84.21
CYNTHIA ANDERSON,84715230607,99.33
TIMOTHY WATKINS,84715260344,70.95
ASHLEY WASHINGTON,84713602507,96.81
KATHY HOLMES,84713056235,71.71
MARY COX,84712560371,78.33
JOSHUA MURPHY,84726035126,80.4
JACK SANDERS,84721650353,96.66
RACHEL CRAWFORD,84725163007,99.09
ALAN GILBERT,84723615008,93.33
SARAH GRANT,84725106380,70.8
CLARENCE LARSON,84723501690,82.84
SHIRLEY CHAPMAN,84721603517,88.14
WAYNE RAY,84720653162,73.63
EUGENE WEST,84721560362,84.86
JERRY BERRY,84720613535,79.33
AMANDA MENDOZA,84731265053,72.98
ROY FOSTER,84732061508,86.49
MARK JACKSON,84731602580,95.11
JASON HAWKINS,84731620562,91.46
ERIC HALL,84730516290,72.16
JUDITH CARR,84731250617,73.25
GARY WILLIAMS,84730215680,87.96
JEREMY WOOD,84730125690,80.79
CARL ADAMS,84726315080,81.36
JOSEPH STONE,84726350153,96.26
MARGARET DAVIS,84736051280,73.74
ANDREW HANSON,84735621008,72
LINDA KING,84735612017,87.16
HAROLD STANLEY,84735601244,77.81
CRAIG ARNOLD,84735206108,77.07
STEVEN BAILEY,84736150262,95.05
FRANK BELL,84735260153,78.95
JOYCE PRICE,84735102671,90.52
AARON SIMMONS,84732561071,93.07
LAURA GRANT,84735061207,86.8
LAWRENCE HUDSON,84760132562,72.69
NORMA EDWARDS,84756103235,79.75
BARBARA WRIGHT,84756230180,72.92
LILLIAN TURNER,84751203690,80.96
TIMOTHY SNYDER,84736250135,82.54
NANCY THOMAS,84751036262,83.86
CLARENCE BURKE,84736152044,82.1
THERESA RAMOS,84736215062,71.1
RUSSELL BAKER,84736201517,97.64
KIMBERLY PIERCE,84763102508,73.86
ALAN TUCKER,84762053171,80.5
MARGARET BURKE,84761523026,80.43
CYNTHIA PIERCE,84761520353,81.53
LISA WOOD,84761025344,97.5
CARL ANDREWS,84761320508,89.1
ROSE SCHMIDT,84753026108,99.38
ROBERT COLLINS,84760253190,97.51
LAWRENCE HUDSON,84761023562,75.37
PETER HUNTER,84760351280,75.94
HOWARD CARPENTER,84760135235,79.02
BILLY NGUYEN,85013764262,91.17
SCOTT WILSON,85013742617,89.87
GEORGE EDWARDS,85013472644,81.11
DONNA ORTIZ,85013267471,92.86
IRENE BISHOP,85013647207,96.64
PHYLLIS WHEELER,85012473671,97.03
CAROLYN COLEMAN,85012643771,76.81
SUSAN LONG,85012376471,93.99
DIANA MORENO,84765102335,88.63
SUSAN SIMMONS,84765021335,70.08
CAROLYN MCCOY,85023417662,98.15
JERRY MEDINA,85021763407,80.56
JANE VASQUEZ,85021647326,81.77
JOAN WARREN,85021634771,88.1
AARON AUSTIN,85017426353,91.99
SARA TAYLOR,85017624317,84.99
JESSE DANIELS,85021347608,70.71
GLORIA GONZALEZ,85016342717,70.32
GERALD PERRY,85014267335,87.55
HEATHER ELLIOTT,85016347271,92.92
DORIS ROSS,85027436190,98.18
WAYNE MURRAY,85026741371,81.57
IRENE WHEELER,85027346107,79.65
GERALD STEVENS,85027136471,95.94
EVELYN JACKSON,85026173462,77.71
RALPH HOWELL,85024317653,70.91
WILLIAM AUSTIN,85024673107,84.96
JANET DAVIS,85024316762,83.98
ERIC PRICE,85023614735,94.85
WILLIE BAKER,85023476162,85.96
CARLOS PERKINS,85036217462,98.23
PHILIP RILEY,85036741226,80.88
JUSTIN GREEN,85034721635,83.73
MICHELLE MEYER,85036724135,80.8
ROBERT WEAVER,85037612462,72.8
ALAN BELL,85034726190,76.92
PATRICIA WELCH,85034627108,84.23
CHERYL EVANS,85031746262,87.31
PHYLLIS GRIFFIN,85027614390,99.07
BOBBY BLACK,85031427671,92.89
JOYCE BOYD,85042731644,71.64
JOSE FIELDS,85043617217,86.94
CHRISTINA NELSON,85042367144,91.76
DIANA KIM,85042361707,99.84
BOBBY PEREZ,85046237180,87.55
RONALD GREEN,85042317635,82.47
SAMUEL CARR,85042167307,95.43
PHILLIP ALLEN,85041627371,91.68
GLORIA TUCKER,85041326762,89.9
KEITH FLORES,85046312735,81.86
JOYCE BRYANT,85062143780,90.54
MARIE ROSS,85061473280,70.13
JACQUELINE KIM,85063271480,85.18
HOWARD FORD,85063214762,84.68
JUDY BROWN,85063712444,92.43
STEVEN ROBERTS,85063274153,89.6
CRAIG GRIFFIN,85061327462,88.78
RALPH HENDERSON,85047632180,81.99
KEITH YOUNG,85061247353,79.71
GLORIA GARRETT,85047132617,87.05
WALTER RODRIGUEZ,85071342626,87.62
JENNIFER JORDAN,85071362490,83.47
BONNIE JACKSON,85071426307,88.58
KAREN LARSON,85067432144,85.46
THERESA DAY,85067431253,93.47
STEVE WAGNER,85067412380,71.16
VIRGINIA MEDINA,85064312717,93.25
BRUCE CARROLL,85064123744,82.75
LOUIS WHEELER,85063714226,84.38
ANNE FISHER,85063742190,80.27
JUDITH SULLIVAN,85074236126,95.43
STEVE ELLIS,85074163226,87.49
EUGENE WOOD,85074316235,98.91
CRAIG BOYD,85074312671,96.71
DONNA HOWARD,85073614208,93.49
HOWARD STEVENS,85073416244,70.54
DOROTHY COLLINS,85073142608,84.23
KENNETH MONTGOMERY,85072614344,73.36
MILDRED HAWKINS,85072436144,72.7
JOSE FIELDS,85071632462,77.16
DEBRA FIELDS,85102476335,72.69
JASON WOOD,85102764390,83.56
ERNEST RIVERA,85102763407,85.71
BENJAMIN PETERS,85102376462,91.06
JUAN MURRAY,85076412371,79.62
JESSE WOOD,85102374680,70.57
PATRICIA COOK,85076413262,97.47
ANN CARTER,85076341253,84.48
LILLIAN RICHARDSON,85076314280,96.04
REBECCA SIMPSON,85076124317,75.88
KIMBERLY GARDNER,85104637271,87.99
MILDRED BAILEY,85104327671,79.29
BETTY WAGNER,85106427371,94.92
BRIAN ROSE,85107236480,75.74
PATRICK SCOTT,85104276317,77.93
CLARENCE PERRY,85106732417,94.36
LINDA WRIGHT,85106374235,73.48
RUSSELL KNIGHT,85103672480,74.84
VIRGINIA NGUYEN,85103742608,95.64
HARRY PETERSON,85103467208,98.6
BILLY FOX,85120463762,77.04
SHIRLEY MOORE,85120746390,77.14
ERNEST GREEN,85123647007,97.91
KELLY PHILLIPS,85120647308,93.07
RUSSELL RICHARDS,85120643744,74.62
CHRISTOPHER ORTIZ,85120364780,83.51
EVELYN BERRY,85107642390,89.25
PHILIP FULLER,85107426344,96.78
KEVIN FLORES,85107623417,84.44
ANNIE ROMERO,85107346235,96.01
ANDREW PIERCE,85126734008,97.9
TAMMY HAYES,85126370480,74.39
SANDRA SIMPSON,85126407317,70.87
FRANK SMITH,85126347071,96.08
MARIE ROMERO,85126074326,84.16
KENNETH RAMIREZ,85126037471,87.62
DENISE EVANS,85124673044,88.13
STEPHEN COLE,85123740635,86.26
WALTER CASTILLO,85123746080,81.92
TINA CARPENTER,85124076380,70.51
ROBIN BENNETT,85130746244,76.94
ALBERT HARRIS,85132067417,78.4
KEITH WEBB,85132064744,75.01
KAREN REYES,85132460771,81.69
DONNA PARKER,85130264762,87.32
BETTY HILL,85130742680,96.02
CHRIS BOWMAN,85127346044,73.23
TERRY WEAVER,85127306417,90.61
LISA RUIZ,85127064308,70.49
JUSTIN MEYER,85127063417,75.03
ROSE REYES,85140362708,90
NICHOLAS WALKER,85140673207,74.78
BOBBY CARR,85137624071,96.93
REBECCA MORRIS,85137426008,96.13
FRANK MORENO,85137046280,96.89
RYAN WHITE,85136742062,73.9
LINDA MARSHALL,85136240717,76.89
MARTHA WILLIS,85136204753,76.72
ARTHUR BENNETT,85136047208,90.3
HAROLD DANIELS,85132764053,91.14
CYNTHIA WILSON,85147620362,87.74
BRENDA TURNER,85146037280,74.36
RICHARD TURNER,85143062780,88.25
MARIA WAGNER,85147063226,79.42
ALAN REID,85143027608,74.56
RALPH SIMPSON,85147026371,91.28
SHARON SIMPSON,85147062335,91.96
REBECCA BURKE,85142603753,73.17
BEVERLY HAWKINS,85142037626,71.03
DORIS DAVIS,85140732653,82.13
JANE PRICE,85162370444,98.33
ARTHUR SIMPSON,85162730408,78.98
PATRICIA HALL,85162403717,78.22
CAROLYN PHILLIPS,85163047280,98.17
MARIA CHAVEZ,85163247026,81.55
